"Pair_of_PCs","Sum_p_values(F_statistics)","Variance(%)"
"PC17vsPC32",4.12958503177302,1.4
"PC9vsPC29",4.13513843189755,2.8
"PC20vsPC24",4.13588335491508,1.4
"PC3vsPC31",4.13663846438463,8.6
"PC7vsPC8",4.144352654273,5.5
"PC8vsPC12",4.14714650702009,4.2
"PC3vsPC29",4.15162168122494,8.6
"PC17vsPC34",4.1599462409687,1.3
"PC9vsPC31",4.16267283563902,2.8
"PC24vsPC36",4.16334909099351,0.9
"PC6vsPC12",4.16423468505098,4.9
"PC3vsPC26",4.16945503459613,8.7
"PC6vsPC7",4.1832014017666,6.2
"PC15vsPC31",4.18461514599705,1.4
"PC31vsPC39",4.20098670084967,0.6
"PC18vsPC20",4.21464151844636,1.7
"PC23vsPC26",4.22761249928955,1.1
"PC3vsPC24",4.23020641272857,8.8
"PC5vsPC17",4.23116588283664,5.5
"PC29vsPC36",4.24415327867368,0.7
"PC24vsPC30",4.25254073164543,1
"PC9vsPC18",4.25798466009152,3.3
"PC29vsPC30",4.25927706233651,0.8
"PC25vsPC31",4.2631306298446,1
"PC18vsPC25",4.26547380591506,1.5
"PC9vsPC24",4.27419954279446,3
"PC3vsPC18",4.28530858689587,9.1
"PC6vsPC17",4.29470503644335,4.4
"PC15vsPC24",4.30211096340655,1.6
"PC26vsPC30",4.3085146783937,0.9
"PC23vsPC31",4.31469869230482,1
"PC15vsPC26",4.32011799245538,1.5
"PC24vsPC25",4.33405349780418,1.2
"PC5vsPC23",4.33882142869594,5.1
"PC12vsPC26",4.34840074532496,2
"PC15vsPC29",4.35242922778362,1.4
"PC6vsPC8",4.36699732869664,6.1
"PC12vsPC29",4.37467633330516,1.9
"PC23vsPC29",4.4058242693465,1
"PC32vsPC34",4.40816356724929,0.7
"PC18vsPC30",4.4162262938132,1.3
"PC8vsPC34",4.41905861152772,3
"PC7vsPC29",4.42255508940856,3.2
"PC17vsPC31",4.43600477635547,1.4
"PC5vsPC7",4.44395242745642,7.3
"PC31vsPC34",4.4492850924008,0.7
"PC7vsPC31",4.45396412133542,3.2
"PC12vsPC31",4.45480616902717,1.9
"PC7vsPC26",4.45568096304836,3.3
"PC18vsPC23",4.46603085851512,1.5
"PC15vsPC18",4.47668799975302,1.9
"PC23vsPC24",4.48041326683721,1.2
"PC6vsPC34",4.48242624700777,3.7
"PC5vsPC12",4.4824268536319,6
"PC17vsPC24",4.49962765424547,1.6
"PC12vsPC18",4.50007217675865,2.4
"PC6vsPC32",4.50017755776786,3.8
"PC17vsPC26",4.51605418455028,1.5
"PC17vsPC29",4.52547585521705,1.4
"PC12vsPC24",4.53913250180588,2.1
"PC8vsPC32",4.55262168435815,3.1
"PC5vsPC34",4.57954144723653,4.8
"PC7vsPC18",4.5817088155844,3.7
"PC17vsPC18",4.60927453485409,1.9
"PC7vsPC24",4.62244337557513,3.4
"PC26vsPC34",4.62442673674385,0.8
"PC31vsPC32",4.63193413733179,0.8
"PC24vsPC32",4.6686338091496,1
"PC5vsPC32",4.69582670867655,4.9
"PC29vsPC32",4.76717219993083,0.8
"PC29vsPC34",4.77668919131941,0.7
"PC26vsPC32",4.77709419136728,0.9
"PC8vsPC31",4.79738166779196,3.1
"PC5vsPC8",4.82543416381775,7.2
"PC24vsPC34",4.82746901558938,0.9
"PC6vsPC26",4.83048581050742,3.9
"PC18vsPC34",4.87603811669839,1.2
"PC8vsPC26",4.88107390415636,3.2
"PC6vsPC31",4.89396093097309,3.8
"PC5vsPC6",4.89474587063271,7.9
"PC18vsPC32",4.92556756877904,1.3
"PC5vsPC31",4.94102993096966,4.9
"PC8vsPC29",4.94118070809966,3.1
"PC6vsPC29",4.95560839799471,3.8
"PC8vsPC24",4.97063382072593,3.3
"PC6vsPC24",4.97444179796329,4
"PC5vsPC29",4.97733949048315,4.9
"PC8vsPC18",5.06941488765457,3.6
"PC26vsPC31",5.07360666531169,0.9
"PC5vsPC26",5.08578653603241,5
"PC6vsPC18",5.09997135915543,4.3
"PC18vsPC26",5.11519138489687,1.4
"PC26vsPC29",5.16130721018848,0.9
"PC29vsPC31",5.17749566072794,0.8
"PC5vsPC18",5.18150466896514,5.4
"PC24vsPC26",5.2312885155412,1.1
"PC5vsPC24",5.24723377523584,5.1
"PC24vsPC31",5.3134816082817,1
"PC24vsPC29",5.33607070310188,1
"PC18vsPC31",5.36185581544616,1.3
"PC18vsPC24",5.42720366989963,1.5
"PC18vsPC29",5.43813456198204,1.3
